Rating,Comment
5.0 out of 5 stars,This is a powerful  steel pressure cooker that cooks super fast. I liked how this is steel inside instead of aluminum or nonstick material. I ordered 8 qt which was too tall for my petite height when I cooked on counter top so I had to return it. The sellers picked it up next day when I requested a return and now I will order a 6 quart one hoping it will be about the right height for me while cooking.
4.0 out of 5 stars,"I like the options and settings on this model. What I do not like is that this seems to be finickier than my original 6qt. My kids wash the dishes and sometimes leave some residue of food in the pot. I have never had a problem with my 6qt but a couple of times now with this 8qt, it will tell me the food is burning and it turns off. I end up having to finish cooking whatever i am making via another method."
5.0 out of 5 stars,"Wow! Loved it! Did a Sunday cooking marathon with it! Made Stuffed cabbage, stuffed peppers, and a meatloaf! All good and in a fraction of the time it would have taking me with the stove! Cooked a whole head of cabbage in 8 mins and rice in 11 mins! I'm really impressed! I was holding out, because I was afraid of the whole pressure cooking safety thing! It is was so easy to use and I have no qualms about it now! I might have to get the larger one in the future! I got the 6qt which is fine for a small family, but the large one would really be great for a party or holiday! Tons of recipes online to try!"
5.0 out of 5 stars,"I can't believe how much we use the Instant Pot. We bought it largely on a whim (on a great Cyber Monday sale if I recall), but we use it for dinner or a side dish at least once a week, sometimes far more. It's especially proven to be great for making Indian recipes, dishes that use dried beans, stews, and a variety of chicken options. Mostly though, we use it for Indian food. It's also a perfectly serviceable rice cooker, we've made cheese (paneer), chili, and I'm sure I'm missing stuff. The ability to saute ingredients before pressure cooking simplifies everything (especially cleaning up), though it's not quite hot enough to put a good sear on meat.The only issue we have is that it tends to make just enough food for the two of us if we're pretty hungry, not many leftovers, and not ideal for when we have guests (we use it for side dishes when people are visiting). If I had to do it over, I think we may have chosen the larger capacity version."
5.0 out of 5 stars,"I've had the Instant Pot for a few weeks. I use it to make yogurt, which comes out consistently good every time. I've cooked rice in it, hard boiled eggs, delicious white beans cooked without soaking, and delicious, tender chicken in a sauce. There are tons of recipes on the web I intend to try with different foods, including chick pea stew and fish stew.I like that I can sautee things in the pot and then throw in other ingredients before I close it up for pressure cooking; it's one pot cooking at its best. It's fast, and it's consistent. It's my new toy..."
5.0 out of 5 stars,"Just got this air dryer and I love it!  It also acts as an oven and the display is really easy to use.  Just plug and play.I have made broccoli, brussel sprouts, and beans so far and they are super delicious.  The best of it is the clean up.  The packaging came with an insert so I just washed the insert and the pot with soap and everything came off easily.There is a strange smell from the insert so I am hoping that will go away soon.Overall, I am very happy with this purchase."
5.0 out of 5 stars,"I feel like we've had the Instant Pot long enough to rate it properly. What an easy way to make a meal and easy to clean up! We have tried ribs, chicken, roast and vegetables to name a few. Getting used to cooking times takes time but we use the guide in the recipe book and the pre-programmed  buttons to get there and we learn a bit as we go. Cooking times are really FAST, it actually takes longer to get up to speed than it does to cook. Most settings are automatic; it starts the timer when it's properly pressurized, tells you when it's done, automatically goes to a warm hold and more. The preset buttons make it all pretty easy and you can add more or less pressure and cooking times depending on what you have inside. Clean up is easy, just remove the bowl, wash it and the lid and you're done. Pretty hard not to like this appliance. I have a hint for cooking some of your recipes. Instead of water we use chicken or beef broth.Oh by the way, the other reviewers are right, the sealing ring does smell especially if you use garlic and onions as we do. Sorry, there isn't anything you can do about it. Just enjoy the cooker, it's worth the smell."
5.0 out of 5 stars,"Love it.  Bought 3 more for sons and granddaughter.  Use it almost daily.  Especially the hard boiled egg feature.  They come out fluffy and no discoloration, Always easy to peel even if you do not tend to them right away.  Oatmeal needed time adjustment as I prefer mine al dente.  Dried beans are a breeze and turn out soft inside with skins intact. Use it for all my soups and meat dishes.  Pot is easy to clean up as dishwasher safe(stainless) although the ring does have an odor, it also goes in the dishwasher."
5.0 out of 5 stars,"Rice cooker, slow cooker, pressure cooker.... I've always cooked rice on the stove in a 2 quart pot, always cooked beans after an all-night soaking, used the crock pot for soups and stews... Damn, this thing does all these tasks with ease! For rice, just add rice and water then hit the RICE button and the Instant Pot does the rest.... so far perfect every time. For beans... no soaking, just add beans, water and any other items and set your own pressure cooking time. Perfect pinto beans in 60 minutes! And add that I purchased during the Amazon Day Sale when it was $55.... soooo happy!!"
4.0 out of 5 stars,My boyfriend had ordered the 3qt for me by mistake. It was cute but way too small! It can't really accommodate much. Even for me who lives by myself i think it is way too small! You can barely fit one breast of chicken in there and if you wanted to put your vegetables...lol...there's not much room for much...do your self a favor and just go for the 6qt at least. We ended having to return and getting the 6qt which I'm very happy with BTW:)
5.0 out of 5 stars,Great appliance.  We have only used it for a limited set of recipes like rice.  It's pretty easy to use.  Our only item  of confusion was the digital display.  It was difficult to discern whether it was showing minutes and seconds or hours and minutes. The internal removable stainless steel pot makes it easy to clean in the dishwasher.
1.0 out of 5 stars,"I really wanted this cooker. Once I got it home to set up, read all the material, down to the last step and the lid wouldn't close. Spent 2 more hours trouble shooting and it never did. So disappointed. Don't trust to buy another one. So much hassel. Just not worth it. 😟"
5.0 out of 5 stars,"I hate cooking but I usually eat clean and have a lot of kids so eating out isn't always favorable because it's not exactly healthy. I try to cook as healthy as possible for my kids too, but it is so time consuming. This pot has made my life sooooo much easier. It has so many functions but I mainly use the Sautée and pressure. Now you don't have to brown your meat or chicken in a separate skillet, you can do everything in the Instant Pot. Unlike other electric cookers, this one is stainless steel (not nonstick). It's easy to use and clean; and it's perfect for busy people, or people who don't like to waste their precious time in the kitchen. I use it almost daily so it has paid itself off in eating out expenses. It's also pretty big, so it's perfect for large families. When I come home from work tired, I throw in a bunch of frozen vegetables and ground beef, or fish and I have a meal in less than 20 minutes. For those that don't like to drench their food in oil, this is also good because the food doesn't stick to the pot, usually. Generally, the food is done even before the rice cooker finishes. One thing to note is that the time doesn't include the amount of time it takes to heat up the cooker and build pressure. I could go on about how much I love this thing, but I think you get the picture."
4.0 out of 5 stars,"The best and fastest Taco Soup ever. Three+ meals out of the batch. One with tortilla chips, one with corn bread.The whole chicken was delicious, but looked awful - needed to be put in the oven to brown after pressure cooking. I did not want to brown in the Instant Pot before pressure cooking because I wanted to cut the fat. Cooked the chicken with a little chicken seasoning (no MSG) from the 7th Day Adventist store. The stock (jellied, not liquid) was wonderful for soup later. I just put it in the refrigerator, it congealed, and I picked the fat off the top and gave it to the dogs. They LOVED it.I love the programmable features, and that I can walk away and not have to stay and watch it cook.Problem - When cooking the whole chicken, I let the pot steam release naturally and when I took it out it wasn't hot enough. The kids like to watch the steam release.Problem - The gasket retains the odor of whatever has been cooked, no matter how many times I remove it and wash it. I may try soaking it in a bowl of baking soda solution or buy and label separate gaskets for Mexican, Italian, and chicken/beef with no seasoning. My old (too small) pressure cooker with gray rubber gasket never retained odors like this one does. I store the Instant Pot with the lid upside down and the gasket removed to let it air out between uses, but the gasket doesn't release the odors."
2.0 out of 5 stars,"These pots are great when they work, but they're not very reliable.  I've used mine lightly, mostly to make yogurt.  It became unreliable14 months after purchase.  Now it *pretends* to cook, but in reality it sometimes shuts off a few minutes after starting.  If you're not there to hear the unexpected beep, you won't realize that it just skipped several hours of actual cooking.I've tried to use it this evening, and it's turned itself off twice so far.  Both times it pretended that it was all finished, but in reality the food was still cold from the refrigerator.  We're on the third try now, and I think it's going to go ahead and actually cook this time.Manufacturer provides a one-year warranty.  You may want to consider an extended warranty."
5.0 out of 5 stars,"We love this. We have steamed, boiled, saute, slow cooked and pressure cooked for over two months now. All have been perfect. I bought this to replace our broken slow cooker. I talked the wife into buying this even though it was twice the price of slow cookers we were looking at. My wife is glad we purchased the Instant Pot. It is a true all in one cooking pot. It even cooks rice perfectly.  In fact we final got rid of our ten year old rice cooker. It was as old as the slow cooker and on it's last leg too.Also the inside pot is heavy duty with a nice heavy stainless steel bottom. The control panel is easy to use and to adjust the temperature or time. The interior and exterior are easy to clean. Remember to remove the pressure ring when cleaning it.One other thing we love is the safety features, you can not open the lid if there is any pressure. The exterior is warm to the touch but not hot. even though there is a warning on the lid about being hot, ours is never too hot to touch. You do have to be careful about releasing steam. You have to make sure to use the lever and not be directly above the steam vent.We will highly recommend Instant Pot all our friends and family."
5.0 out of 5 stars,I love this its so easy to use and makes me want to cook cleaning is a snap.
5.0 out of 5 stars,"My new favorite kitchen appliance, for the old top favorite (instant pot)! Now I truly can make anything and finish it in the instant pot too. Does fries and reheats food so nicely.  I can make leftovers even better than the first. It was slow to make jerky, because it’s small. But perfect for 2 person meals. I use this almost daily! Oh, and a tip I learned to help get the dehydrated layer out when it’s hot is to use chopsticks—much better than tongs."
5.0 out of 5 stars,"Every dish I cook , I like it better than the dish before. Make sure before you start that the silicone seal is on correctly and that the pot is well sealed. Depending on which model you have, make sure the knob on top is turned to seal. (Wash the seal after you have used the pot, soak in vinegar to remove any odor. I first cooked Swiss steak, still a unable to get the smell out. The smell will not affect the new dish you cook. I love my pot."
3.0 out of 5 stars,"I eagerl looked forward to receiving my Instant Pot.  I have now decide to ""bite the bullet"" and take the loss and buy a different one.  First, the instruction book that came with it had recipes for mouth-watering family favorites like TURNIP CAKE.  Seriously?  And, despite the buttons on the front for different kinds of foods, every recipe's instructions were for MANUAL settings and were quite involved.  I don't know about other people, but my point in buying is to accomplish a healthy meal easily and simply.  So I watched for recipe books to come out, and finally they started being released.  But guess what.  Their recipes were for MANUAL settings.  Really?  Are those buttons just decorative adornments?  So I contacted Customer Service about a refund and explained what I had encountered.  Their attitude could be summed as ""Tough luck, sucka!""  They did not offer any information about the buttons.  I woud have chosen fewer stars but I'm giving them the benefit of the doubt as a technologically correct product.  Just not why I buy a modern pressure cooker."
4.0 out of 5 stars,"So far as I have only used this product only a couple of times, it has been a very good product.  I really like the 2 quart size, for small meals.  It takes a few seconds to get use to the setup, the instructions are not totally clear on all the so called programming.  Easy to clean also."
5.0 out of 5 stars,"learning to use it is somewhat intimidating and i use a regular pressure cooker on my stove. the book doesn't tell you what you need, but if you start looking at pinterest and amazon kindle books as well as friends and blogs on the instant pot, you will learn invaluable information. i use mine almost daily now. i mean why use the stove when this pot does EVERYTHING? i made potato soup in this last night and it was fast, hot and delicious. no large soup pot to lift from the stove. i love the saute option. it's like cooking on the stove, but you can brown your meat and veggies then add your sauce and pasta, change it to the right option, and cook it without standing over the pot. i love that. with a stove top pressure cooker, i had to stay nearby to make sure it was ok."
5.0 out of 5 stars,"so good for hot weather cooking. our rice cooker died, our stovetop pressure cooker needed a new and hard to find gasket, and we had three slow cookers just sitting in a cabinet doing nothing. we bought this and replaced all those appliances with just one. it has satisfied every requirement, performs better than out stovetop pressure cooker did, and doesn't heat the house up while doing it! makes fantastic rice or all kinds, only wish there was a teflon coated insert available specifically for it but that's not a big deal at all. steams perfectly, browns onions and meat conveniently while not creating more dirty dishes than absolutely necessary. it's magical. can not recommend this enough."
5.0 out of 5 stars,"This product is beyond description!!! The food comes out amazing, it doesn't heat up the kitchen, there are so many recipes for meals and desserts to be used in this...had about the best cheesecake from the Instant Pot and I'm fussy about my cheesecake!!!...and within minutes the food is on the table and delectable. I made St. Louis ribs last night and it fell off the bones, they were juicy and so flavorful!!! Looking forward to years of happiness with this kitchen appliance!!! Perfect for those that work, home school or are just tired out. Wonderful meals in minutes!!! You can even cook frozen meats and have it on the table in less than 1/2 hour. You can't imagine how wonderful this machine cooks up mouth watering meals in minutes. Can't say enough!!!"
5.0 out of 5 stars,"I just received my Multi Pot today.I became aware of the product while participating in a message board discussion about slow cookers.I own a very sturdy electric pressure cooker—one of the earliest models; I own a Fagor Multipot as well. Both work well for me.Why buy another? Because I was intrigued and impressed with the pre-programmed buttons of the Multi Pot. And after reading all the great reviews here, I couldn't resist.I've only used this appliance once—to make a hearty beef stew tonight. The stew recipe was for a slow cooker, and required preparation steps using the stovetop. I simply did all the stovetop steps in the Instant Pot on Sauté, then when everything was assembled in the pot, I put the lid in place, set the vent to pressure, and selected the Stew setting. 35 minutes later I had a perfect stew.I also bought the glass lid that fits the inner pot. So when the recipe was done, I speed released the pressure, removed the pressure lid, and put the glass lid in place. The cooker kept the stew at proper serving temperature until I was ready to eat.After eating and storing the leftovers, I found that the stainless steel inner pot practically rinsed clean. It was so much easier to clean than the non-stick inner pots of my other two cookers.This product is a solid winner."
5.0 out of 5 stars,"Love this thing.  We have not utilized anywhere near it's potential yet but we are having lots of fun so far.  Simple recipes and, especially quick made from scratch soups, are VERY fast.  The flavors including herbs and spices that are infused into meats are incredible.  My family is enjoying some far healthier meals because of the use of this cooker rather than the preparation of frozen processed food when we are all busy.  There is a learning curve with using this cooker, I suspect with all pressure cookers.  This cooker absolutely works as advertised so far and we will be having some fun with new recipes in the near future.  There are several good to great cookbooks written with this cooker in mind.  I am happy to have chosen this brand upon recommendation."
5.0 out of 5 stars,"For a single person, the size of this is perfect for stews, hard-boiled eggs (5 minutes!)... and other small quantity dishes.Only negative is that the rings tend to smell.Best to order an additional set and switch them out from time to time."
5.0 out of 5 stars,"I bought this originally for my wife for last Christmas (she wanted one for months!). Since buying it I cook dinner 3-4 days out of the week and it's always with the instant pot! Recipes are easy to come by and the fact you can cook EVERYTHING in the one pot (sautee for searing meats and onions ect) is amazing, one thing to clean at the end minus plates. We bought one for my brother and his fiance, they love theirs too."
4.0 out of 5 stars,"The pot itself is great so far. I have no issues with it. The listing states that this comes with a rice spoon, a soup spoon and a measuring cup. We had a new unit sent to us, assuming those items were missing from our order. The new order also did not have them included, and there is nothing on the instructions or box to indicate they are supposed to be. I think the listing is not accurate. It's not a huge deal as we have a million utensils anyway, but just thought I would put it out there, in case someone is specifically looking for those items."
4.0 out of 5 stars,"It can get a little messy and the slow cook feature is not as good as a true slow cooker - my chicken usually comes out feeling a little rubbery instead of fall apart. But it makes killer steamed rice and amazing rice pilaf. I haven't had a chance to try out everything on it, but for now, it is a staple in my home just for the rice function."
4.0 out of 5 stars,"I replaced my five year old Cuisinart pressure cooker with this one.  The price was about the same.  The power cord is much shorter which is a negative - I'm researching alternatives for the cord.  I am not 100 percent used to the way it works and especially confused by the programmed buttons.  There is no documentation that I have found that explains exactly what each programmed cooking program includes  (e.g. how many minutes at each temperature)- so that is annoying.  On the other hand, I made my best chili ever using the pre-set chili button.  So I may up date this review in the future."
1.0 out of 5 stars,"I purchased the item around December, and at first it worked fine.HOWEVER, 2 and a half months after my purchase, the instant pot simply stopped working. The real issue is the way that both Instant Pot and Amazon treated my pleas for assistance.Firstly, Instant Pot will not cover any of its' products to countries outside the U.S and Canada. This means that if you're like me, a resident of a foreign country that also has a malfunctioning instant pot, you're pretty much on your own.Now comes Amazon's part of the deal. Amazon WILL sell the instant pot to countries outside the U.S and Canada, yet when I've tried to ask Amazon for help replacing (not returning) the item, they offered a cut and paste response leading me to contact Instant Pot again, which is basically sending me to an endless loop without any help.This is exactly why YOU SHOULD NOT ORDER this item if you're a resident of any country other than the U.S andCanada. Should your instant pot stop working for any reason, you will be stuck without any assistance from neither party, Amazon or Instant Pot.Horrible service and a horrible policy (selling a product to countries which are not part of the warranty policy, as well as not providing support from Amazon)."
4.0 out of 5 stars,I like this cuz I can cook my soup beans in 20 minutes. Bake a cake if you know what you're doing. Unlimited options. Now the control board is not attached in the best so don't beat it up it's not a toaster nor does it have the price tag of one haha. Aside from that should treat you well I bought two if that tells you anything. Makes a good gift. Side note though use all the safety features or it will not cook correctly in pressure cooker mode could even be catastrophic.
1.0 out of 5 stars,"The lid to my old Instant Pot fell on the floor and was no longer steaming. I looked at replacing but the lids are just as much as a new IP, so I went ahead and bit the bullet. I had my old IP for 2 1/2 years and didn't have a single issue with it. Everything came out perfect. I used my new one for the first time last night and got a ""burn"" message for a recipe that worked completely fine in my old IP. I had no idea what was happening and had to look it up to find out that yes, it indeed was letting me know my food was burning.  I couldn't understand, I didn't even know that message was a thing. After doing some reading online, it seems the newer model are much more prone to ""burning"" than the older IPs. What a disappointment. I'm going to try the lid on my old IP to see if it works and if not I will be returning."
5.0 out of 5 stars,"This is my second purchase of this same model. The first one had an unfortunate mishap with the stove top (burner was accidentally turned on and the bottom melted. Fortunately, it didn't ruin my stovetop and I got to keep the inner pot as an extra, which has come in handy multiple times (making rice to go with the meal I just cooked for example). I have taken this camping where I used it as an extra place to cook (browning meat for campfire pizzas, chicken tacos, as a slow cooker for breakfast casserole, etc.). I LOVE, LOVE, LOVE it! It makes perfect rice and boiled eggs, having the ability to brown first and use the same pot for cooking is awesome and with a busy family having a way to cook quickly (and from frozen) is a plus."
5.0 out of 5 stars,"I'm horrible at cooking meats when it comes to an oven or a grill. Basically I'm not a very good cook in general if my husband isn't around. This thing makes me feel like a pro! It's so easy!My fave meal so far that I made is Hawaiian BBQ Chicken. I seriously just mix all the wet ingredients together, mix the chicken in it, and dump it all in my Instant Pot, push the poultry setting, and then I walk away! 20-25 mins later it's done. I've mostly cooked chicken in it, but I've never had to worry about it being undercooked, and the dinner I threw together in 5 mins is delicious!Cleaning up is also easy because you only need the one pot to do it all!! Ok, sometimes I cook rice in my rice cooker (Rice in the IP is so much better though, but I only have one IP for now 😉) to go along with the meal, but still, this really cuts down on the dishes!My husband and I always forget to take a meat out of the freezer in the morning to thaw by dinner time. Or are too lazy to throw a meal together in the crock pot the night before so that we can start it in the morning before work. That's literally not even a problem anymore with this thing. There are so many quick and easy recipes out there, it's a lifesaver for people on the go! Seriously, everyone needs to get one."
4.0 out of 5 stars,"It’s easy to use and pot material is easy to clean.  It can replace stove cooking,slow cooker and pressure cooker.  The only reason I give four stars, because it’s measurement chart is not inside of the pot.  When you put food and water, how can you know how much that you put, the pot is not glass and you can not see food and water level from out side.  This design is so wired.  If they can change it in future product, I will highly recommend my friends to buy it.  The price is reasonable."
5.0 out of 5 stars,I could wax poetic about my Instant Pot. I also own a 6 quart Duo and decided to pull the trigger when the 8 quart went on sale. I love this thing. It's great for making rich stocks/broths in a couple of hours. It's great for steaming sweet potatoes for mashing quickly with little mess. Pulled pork is quick and easy. The saute function is great...you can build a base and finish the meal in the same pot. I also have colitis and sometimes during a flare up need to limit myself to very well cooked vegetables and meat...the Instant Pot allows me to throw a couple of things in and have a meal quickly. I've started ribs in the pot and finished them under the broiler in under an hour. Pot roast. Pulled pork. Congee. Beef stew. I am personally responsible for the sale of three other Instant Pots after telling colleagues how much I love mine.
5.0 out of 5 stars,"I haven't had the Instant Pot very long, but I have made three meals in it.  It is easy to use, cooks quickly and clean up is easy.  I really am enjoying  it!"
5.0 out of 5 stars,"As a senior citizen, living alone in the state of FL, I do no enjoy using the oven or boiling ANYTHING for a prolonged period of time. I just can't say enough of this useful, mini (3 quarts) cooking pot. Used it the same day it got here...beef stew & steamed veggies. All cooked to perfection and with very little exterior heat. Safe, stays warm once it finishes cooking, perfection."
5.0 out of 5 stars,"Having fun with this pot. Because it takes 10 to 15 minutes to heat up before cooking time, and another 10-20 minutes for it to cool down, the cooking time altogether is longer than what you see in videos. This is not a deterrent because it is faster and I don't have to be near the pot. Once I push the time for now or to start later, it cooks by itself. The settings are low, medium and high pressure. The temperatures are listed in the book that comes with the pot. Made a pork loin roast, chicken with vegetables and a chicken soup from the left over chicken and broth. Added noodles to soup and it was great. The delayed cooking means I can go grocery shopping and not have to run home to turn on the pot. I can run errands or shop and not worry because the pot will start even if I am running late."
5.0 out of 5 stars,"I bought this along with Urvashi Pitre's Indian Instant Pot® Cookbook.  We've cooked 6 or 7 things already (2 from the cookbook) and they've all been pretty successful. My husband LOVES making soft-boiled eggs with it. Oh, and soup is more flavorful.The only failing was that I saw on a video that the pot lid can be made to stand on the side of the pot via the holes in the handles. After washing, the next morning, the handle was cracked on both sides where the lid was balancing.  The video warned of this, but we didn't touch it.  I think the cat was sniffing it and leaned on it.  We're going to fix it w Gorilla glue so it will be ugly but functional."
5.0 out of 5 stars,"Hey so, I'm not a great cook and I've always been intimidated by crock pot recipes that are supposed to be easy. I'm a procrastinator and getting everything together early in the morn to have it for dinner isn't my thing.I recieved my instant pot in the mail today and with the temps being around 30° I wanted to cook something savory and comforting. I found an awesome recipe online and whipped up a turkey noodle soup in less than 30 min with prep work, waiting for pressure to rise, waiting for the soup to cook (noodles and all) and pressure release. The soup had a 7 minute manual cook time! Incredible.The instant pot came in a super sturdy box and was easy to unpack. The device is well made and from what I read is probably safer than a regular pressure cooker. I washed it and followed the instructions in making sure it was working properly. Easy as pie.I'm instantly in love with the instant pot. I'm so excited to make more fun recipes. I'd recommend buying yourself one... It'll pay for itself in time alone."
5.0 out of 5 stars,"I've only used it a few times, but it's a lot of fun when I do!  It's pretty cool how it works.  I've cooked eggs (though I found out that the 5 min. that is standard when you press the ""egg"" cook button is too long.  Mine turned out with a dark edge around the yolk.  Next time I'll try 3 or 4 minutes.  I've also baked potatoes which turned out great.  I bought the steamer basket and the egg shelves.  Haven't had a chance to use it much since I've gotten it, but I know it will give me years of enjoyment. It seems very well made, easy to use and wash.  I recommend it."
5.0 out of 5 stars,"I am a life long pressure cooker and canner. I have several varieties of stove top PC and one other electric one. I by far like this 6qt instant pot the best. Its the perfect size for 4 or more people. I often use it for pitchin things so it holds more than enough. I am glad the popularity of pressure cooking has come back into fashion. But after viewing many ip sites and fb pages just keep in mind not everything can or has to be made in this. The art of cooking is knowing, in part, what tool best suits the needs."
5.0 out of 5 stars,"I purchased this really on a lark. I needed an extra crock pot for Thanksgiving. I heard about the Instant Pot but didn't have a clue what it was about. Well the day after Thanksgiving it was on sale and I thought I would give it a go. All I can say is WOW!  Since I've recieved it I've used it everyday!  Steel cut oats in the morning, spaghetti for dinner, clam chowder, baked potatoes plus alot more. My next ""project"" is yogurt.  There are some great videos on YouTube. There is a Facebook group as well.  All kinds of recipes are available on the web. I can't say enough good things about it. Read the manual, watch the videos and I promise you this will become your go to kitchen appliance. My wife loves it since I do all the cooking.  I even ordered one for both of my daughters for Christmas!"
5.0 out of 5 stars,"I started hearing about the Instant Pot a few months ago. Upon learning it was a pressure cooker (because I had no clue ya'll) I sort of freaked out. What if I blew up the kitchen? Well, nothing that dramatic has happened although I did end up with some soup spraying out the release nozzle once. What is my favorite feature? The manual button honestly. I use it most of the time so far. The other night I came to the realization that I hadn't taken anything out for dinner. Uh oh. But, I was able to put frozen chicken breasts, seasonings, and salsa verde together and within 25 minutes we had a delicious Salsa Verde Chicken. I shredded it and served it over rice. It was so delicious. So, if you tend to forget you need to cook dinner every night like I apparently do, this is an amazing tool. I am also looking forward to using the yogurt button on this because I have heard amazing things about it. I suggest you join some groups on Facebook so you can learn from others using the IP. Happy Cooking!"
5.0 out of 5 stars,"I love our Instant Pot. It's a little daunting to figure out how to use at first, but once you get the basics down, it's our most used small appliance. We regularly make oatmeal, rice and steamed vegetables . Even hard boiled eggs, which are a dream to peel versus the mess I usually make when I boil them on the stove. I ended up buying one for my 74 year old mother whose old-school pressure cooker died on her.  Worth the investment!"
5.0 out of 5 stars,I really thought I loved my crockpot but this thing can do so much more! I made spaghetti in 13 minutes! All in this pot. No boiling water. This thing is amazing. It is intimidating at first but now that I’ve used a few times I can’t say enough good things. It’s a little confusing at first but the safety part and release features are what intimated me. Once I used them I got more comfortable. Just making sure your hand is not directly on top of the release valve when you manually release. It came with a recipe book but I’ve been looking online for ones that I like better. You will have so much fun with this thing.
5.0 out of 5 stars,"Love, love, love it.  I debated for a long time before investing.  I already owned a slow cooker, and a rice cooker.  I didn't see the need for yet another small appliance.  I use this EVERYDAY.I joined Eat at Home meal plan to try to save some money and eat healthier.  This is the perfect companion. (Obviously, I am still working on the saving money part when I am paying someone to plan my food and buying an Instant Pot.) I have been making soups with dried beans, and when I did not put on enough time, a couple of button clicks and I can pressure cook and finish quickly - soft beans - what a concept. I also use the delay timer, and the auto shut off.  I am saving money by not buying a ""replacement dinner"" (e.g., pizza) because I over cook or under cook dinner with my old slow cooker."
1.0 out of 5 stars,"I loved the results I got with this, but after using it a few times, the non-stick coating started flaking off the basket. I contacted the company, but they said they don't have just the baskets to replace mine and don't anticipate getting them any time soon. Since I don't want to risk the coating getting into my food, I have stopped using it, and I'm past the window of returning it through Amazon. I'll have to throw the whole thing away and buy a different kind of air fryer. I think one with a pull out drawer might be easier to use anyway. It's really clunky taking off the heavy lid and setting it aside when the food needs to be turned. Also, the capacity of this one is cramped, even when cooking for two people."
5.0 out of 5 stars,"This has made my cooking life so much easier! I love having dinner on the table in no time - especially when I didn't pre-plan or prepare in advance for a meal. I've been able to convert some of my regular recipes to IP times too. For Christmas dinner, I made a traditional German Sauerbraten that would have taken hours on the stove top in 1 hour and 10 mins for a 6 lb top round roast. It came out falling apart tender and juicy. Worth every penny I spent on it!"
5.0 out of 5 stars,"Wow is all I can say.  On Thanksgiving, we made a pot roast to go along with the other dishes, but we started late and so we didn’t get to eat it until late. It took 8 hours, but it was worth it.  The next day, I ordered this Instant Pot, which was on sale for $105 for Black Friday.  It arrived Monday, but I also saw that the price dropped to $80 for Cyber Monday! I called Amazon and they actually gave me an adjustment because I was within the return period.The very first dish I made was the same pot roast, but instead of 8 hours, it took 60 minutes! I was a little skeptical, but after the 60 minute cook time, 10 minute natural release and then quick release, I stuck my tongs into the Instant Pot and to my surprise the meat just fell apart! I wish I’d ordered it the week before Thanksgiving instead of after! But if I had I wouldn’t have scored such an amazing deal...Anyway, if you’re looking to completely change the game in the kitchen, get the Instant Pot!"
5.0 out of 5 stars,"I’ve heard others raving for the past few years but didn’t bite until I decided to eat a more plant based diet and wanted the pressure cooker to help lower lectins in beans. I LOVE this appliance! It truly is a slow cooker, pressure cooker, rice cooker, and more with the sauté function. The only setting I’ve not tried is the yogurt maker. It extremely easy to clean and I use it almost daily. It has freed up space and relaced my crock pot, rice cooker."
3.0 out of 5 stars,"I bought this for our RV; there are only 2 of us and this seems to be a good size for 1 meal and easy storage. I have plenty of experience with stovetop pressure cookers, slow cookers, etc. This is a good amalgam of numerous devices, although there are lot of different opinion of how much liquid is required for pressure cooking. The manual is clearly wrong, way too much liquid. In the end, I won't use all of the programs and they are a waste. I would rather just have simple buttons to set mode and time."
3.0 out of 5 stars,"I bought this for my wife because here sister got one and raved about it.  So far I have not been impressed with the recipes that are giving this pot such a great reputation.  Yogurt is a hit or miss, stuffed cabbage ended up in the garbage but the cheese cake seems to work well.  Our pork chop meal was OK but nothing to rave about.  So far I see this as just another wheel in a different package.  I hate to see my wife so frustrated in the learning curve but I will still give it 3 stars for effort.  I hope I can give a better review when the learning curve is passed it's ramp up stage.  The overall use and cleanup seems to be reasonable.  Getting extra cover rings is a good idea.  Strong food smells seem to stay in the ring."
5.0 out of 5 stars,"This thing has completely changed my life.I'm a slow cooker addict. No joke, I own 7 of them. I love hearty meals... roasts, stews, etc, so my slow cookers have been my BFF for years.Only problem is that I stink at planning. I won't lie, there have been so many days that I meant to cook, but by the time I made it to the store, it was after noon and I had an 8 hour meal planned.I was afraid to try this thing... but after weeks of searching out recipes, I gave in. After 1 meal, I was obsessed... I tried my beef stew. It takes me 8 hours in the slow cooker. After 45 minutes, we were sitting down to a delicious meal! I wasn't sure how the meat would cook, but it was PERFECT!We recently went through a 30 day diet... (not sure I'm allowed to say the name!) After searching the internet, I was able to make 30 compliant meals.... 22 of them were made with my Instant Pot! There's no way my slow cookers would have worked... most of the ingredients for those meals were purchased just a couple of hours before dinner!"
5.0 out of 5 stars,Product is durable & well worth the investment. Family was amazed as I was & meal time was cut in half for a hectic family schedule! Thank you!*UPDATE* 1 week after PURCHASE & Cook bookFamily wanted Caribbean dinner - Salmon was FULLY COOKED in 6 mins TOTAL! NO fish smell in house & everyone including chef (me myself & I) was happy!Every family should OWN ONE especially for after school & late activities! Clean up is a breezeWill NOT be disappointed.
1.0 out of 5 stars,"This item smells very weird like a metal, plastic or chemical.  I tried to cook 2 times and same smell. Can’t use this. Not sure if the seller accepts the returns, I don’t see return option in Amazon my orders section. Well I might have to throw this to garbage."
